ID,Account,Product,Period,Price
2413,BristleSell,Slingshot,1/12/2014,3.03
2414,Lyndatage,Krusty-Os,3/22/2014,3.81
2415,BearDigestAir,Almond Milk,2/2/2014,5.49
2416,Crawlerra,Flower Bouquet,3/22/2014,7.53
2417,Fairliso,Krusty-Os,1/30/2014,8.37
2418,GoldCrayon,Saxophone Reed,1/20/2014,10.26
2419,JungPeakTrimble,Snow Plow,4/18/2014,6.72
2420,Genusting,Almond Milk,1/20/2014,12.58
2421,BiggExotic,Pacifier,3/12/2014,8.31
2422,MatrixAmerica,Snow Plow,2/18/2014,9.09
2423,BauerCheese,Krusty-Os,4/28/2014,12.61
2424,ManiakSaber,Krusty-Os,2/16/2014,5.5
2425,Doblanepm,Flower Bouquet,1/27/2014,3.32
2426,Helmedare,Krusty-Os,2/1/2014,12.48
2427,Mithelle,Saxophone Reed,3/13/2014,12.33
2428,Bedsoft,Flower Bouquet,3/19/2014,7.76
2429,NekoAngelic,Squishee,3/19/2014,5.69
2430,Hockeywork,Barley,3/1/2014,7
2431,Cymonovato,Saxophone Reed,2/26/2014,3.81
2432,GoldTarget,Flower Bouquet,1/31/2014,3.39
2433,Nediumpm,Flower Bouquet,1/7/2014,7.48
2434,Quotelyco,Buzz Cola,1/19/2014,9.96
2435,Guantownta,Flower Bouquet,2/1/2014,10.58
2436,Bluestique,Left-handed Scissors,3/4/2014,12.02
2437,GinoWillows,Hot Dog,1/4/2014,12.54
2438,Global Media,Orange Punch,4/4/2014,4.7
2439,Cardroug,Slingshot,3/2/2014,5.46
2440,Masonomou,Flower Bouquet,4/1/2014,10.11
2441,Cognizant Technology Solutions,Flower Bouquet,2/27/2014,6.79
2442,Lettervest,Buzz Cola,3/15/2014,12.22
2443,ChonePitcher,Barley,2/18/2014,7.44
2444,Rincent,Krusty-Os,4/1/2014,5.6
2445,ForlifeLittle,Saxophone Reed,1/13/2014,4.93
2446,Proudonnati,Almond Milk,2/26/2014,12.23
2447,Gerrics,Snow Plow,3/20/2014,6.83
2448,Fallsbergen,Hot Dog,2/28/2014,9.96
2449,GuyFarerCake,Barley,3/9/2014,10.41
2450,Bulletinte,Slingshot,3/7/2014,3.77
2451,MamaNice,Saxophone Reed,1/31/2014,7.38
2452,Ladynallik,Orange Punch,2/19/2014,5.38
2453,Animorror,Snow Plow,3/24/2014,9.2
2454,GrabsWillows,Krusty-Os,1/25/2014,7.21
2455,Flakergo,Slingshot,2/4/2014,11.89
2456,Crownettele,Snow Plow,4/7/2014,9.37
2457,Glamouroy,Saxophone Reed,2/13/2014,4.12
2458,Lentelty,Devil Donut,1/5/2014,11.94
2459,Feathmind,Buzz Cola,1/19/2014,12.22
2460,Portmare,Almond Milk,2/23/2014,11.44
2461,Bradelextr,Saxophone Reed,3/9/2014,4.65
2462,ShangVengeance,Devil Donut,3/19/2014,7.13
2463,FootballNot,Flower Bouquet,2/4/2014,7.12
2464,Divisional,Saxophone Reed,4/9/2014,7.93
2465,Fallsbergen,Left-handed Scissors,3/9/2014,11.97
2466,AttractiveSizzlin,Flower Bouquet,1/14/2014,6.97
2467,Namedstore,Bowling Ball,1/25/2014,5.71
2468,PlaySnoop,Pacifier,4/10/2014,5.2
2469,Boardam,Barley,1/12/2014,7.43
2470,Bevectican,Saxophone Reed,2/20/2014,8.32
2471,DayWishFear,Orange Punch,4/9/2014,8
2472,Crownettele,Barley,4/22/2014,6.59
2473,Mmershpo,Krusty-Os,1/30/2014,6.61
2474,BeHeadline,Saxophone Reed,4/19/2014,4.91
2475,PrimeEye,Flower Bouquet,2/3/2014,5.46
2476,Palecto,Buzz Cola,4/9/2014,4.59
2477,Bitfobaas,Krusty-Os,1/5/2014,5.08
2478,MinyOlympic,Almond Milk,3/6/2014,9.03
2479,ArsenalTalk,Hot Dog,2/16/2014,5.16
2480,AboveRosa,Devil Donut,4/16/2014,5.87
2481,BabyPro,Devil Donut,1/15/2014,6.06
2482,Doblanepm,Snow Plow,4/23/2014,7.85
2483,ArsenalKino,Orange Punch,1/27/2014,5.18
2484,Rincent,Hot Dog,1/11/2014,11.24
2485,Intendscr,Slingshot,2/21/2014,10.89
2486,AnnouncerNephew,Left-handed Scissors,2/2/2014,9.19
2487,Caperlexe,Almond Milk,3/17/2014,3.16
2488,Mediantam,Hot Dog,2/2/2014,4.88
2489,Lithornet,Snow Plow,4/12/2014,11.22
2490,HomeySchool,Bowling Ball,1/27/2014,5.09
2491,Maxieldse,Saxophone Reed,2/12/2014,9.08
2492,Ificoact,Buzz Cola,1/18/2014,5.48
2493,Mowerpatste,Almond Milk,1/28/2014,12.48
2494,PopularTwinkle,Squishee,2/27/2014,9.07
2495,NozyGiga,Left-handed Scissors,1/31/2014,3.92
2496,PurpleShoes,Hot Dog,1/1/2014,12.4
2497,Audivinq,Slingshot,3/31/2014,4.47
2498,Finaldelu,Bowling Ball,2/1/2014,6.07
2499,IteTabloid,Devil Donut,2/10/2014,12.22
2500,Pariserlo,Flower Bouquet,4/20/2014,4.83
2501,Bulletinte,Orange Punch,4/23/2015,8.45
2502,Bloodiell,Barley,2/22/2015,11.08
2503,Buddyanaphe,Saxophone Reed,1/14/2015,3.18
2504,Chicatrisv,Flower Bouquet,4/23/2015,5.88
2505,Quintin,Left-handed Scissors,3/21/2015,4.71
2506,HanShort,Flower Bouquet,3/12/2015,7.64
2507,Cellisti,Buzz Cola,4/2/2015,9.62
2508,Posamne,Snow Plow,4/20/2015,4.33
2509,Promsdeo,Squishee,1/13/2015,7.19
2510,Hansgen,Flower Bouquet,4/22/2015,9.83
2511,Perfectione,Slingshot,3/18/2015,12.15
2512,OneHelp,Krusty-Os,3/20/2015,12.25
2513,Firstrous,Buzz Cola,4/16/2015,4.02
2514,GuyPhia,Hot Dog,1/13/2015,10.56
2515,Blikingas,Devil Donut,2/3/2015,6.38
2516,Arouset,Almond Milk,4/24/2015,5.26
2517,Dolockar,Pacifier,1/10/2015,12.96
2518,Chicatrisv,Barley,4/24/2015,8.44
2519,PowerSomber,Saxophone Reed,2/18/2015,12.02
2520,HeavenNarrative,Slingshot,3/19/2015,4.84
2521,Shualich,Buzz Cola,4/25/2015,3.25
2522,Mediantam,Flower Bouquet,3/27/2015,10.31
2523,Perustima,Almond Milk,1/31/2015,7.19
2524,Guantownta,Slingshot,3/17/2015,3.47
2525,Keeferr,Krusty-Os,4/25/2015,3.47
2526,Pathbaud,Flower Bouquet,2/28/2015,11.29
2527,Fangossen,Snow Plow,4/12/2015,11.31
2528,Earthamackb,Flower Bouquet,1/23/2015,6.49
2529,Shoesasiane,Krusty-Os,1/6/2015,9.9
2530,Kalamicvi,Barley,3/23/2015,9.04
2531,HellUpdate,Bowling Ball,3/20/2015,3.92
2532,Interca,Pacifier,2/3/2015,8.69
2533,Ineschic,Barley,2/14/2015,10.7
2534,Kittindol,Squishee,1/21/2015,3.21
2535,Momjudebi,Devil Donut,4/23/2015,6.42
2536,Okcupercl,Almond Milk,2/7/2015,10.71
2537,Purplellis,Hot Dog,4/22/2015,12.66
2538,Cimballe,Pacifier,3/20/2015,7.79
2539,Plasipli,Left-handed Scissors,3/28/2015,5.77
2540,MintBlogger,Buzz Cola,4/28/2015,3.06
2541,Masonomou,Snow Plow,3/18/2015,5.02
2542,Ollynden,Devil Donut,3/17/2015,5.01
2543,Equancoat,Barley,2/3/2015,11.31
2544,HellUpdate,Saxophone Reed,1/18/2015,12.04
2545,PopularTwinkle,Orange Punch,4/25/2015,3.26
2546,Authorksto,Orange Punch,2/21/2015,11.14
2547,Bitfobaas,Krusty-Os,2/19/2015,4.72
2548,Gladples,Left-handed Scissors,1/29/2015,4.31
2549,Lyndatage,Flower Bouquet,3/26/2015,4.05
2550,HelloGrand,Slingshot,1/21/2015,8.72
2551,Giancell,Squishee,3/3/2015,5.19
2552,DudeCozy,Orange Punch,3/2/2015,3.1
2553,Alphenymp,Snow Plow,4/9/2015,6.28
2554,Mmershpo,Devil Donut,1/15/2015,10.81
2555,BlogVod,Snow Plow,2/6/2015,9.33
2556,Plasipli,Bowling Ball,4/25/2015,4.87
2557,Karield,Squishee,3/10/2015,3.38
2558,Insideret,Barley,3/31/2015,3.41
2559,Angelstage,Bowling Ball,3/17/2015,9.83
2560,IteTabloid,Krusty-Os,1/1/2015,8.53
2561,RazuKenka,Orange Punch,4/30/2015,6.15
2562,Perustima,Bowling Ball,3/9/2015,7.15
2563,Flakergo,Hot Dog,2/7/2015,4.96
2564,AnnouncerKing,Almond Milk,4/21/2015,5.1
2565,RatHunterCrescent,Almond Milk,3/21/2015,6.76
2566,HanShort,Krusty-Os,1/16/2015,7.56
2567,Pariserlo,Krusty-Os,1/29/2015,4.29
2568,Namedstore,Flower Bouquet,3/4/2015,11.38
2569,Mubarnet,Orange Punch,2/4/2015,9.36
2570,Promsdeo,Almond Milk,4/24/2015,11.25
2571,MurphyFan,Bowling Ball,2/28/2015,8.92
2572,Gerystat,Buzz Cola,2/25/2015,9.69
2573,ChiriShabby,Barley,3/30/2015,8.98
2574,Hippopton,Barley,4/19/2015,9.9
2575,Puppygman,Snow Plow,1/8/2015,8.94
2576,Lithornet,Bowling Ball,3/15/2015,10.37
2577,Quintin,Flower Bouquet,2/27/2015,6.47
2578,Staressa,Almond Milk,3/23/2015,3.71
2579,Bullowerre,Almond Milk,1/20/2015,6.6
2580,Blesselud,Hot Dog,3/17/2015,3.86
2581,Gambitches,Krusty-Os,4/21/2015,5.09
2582,Pooleachou,Devil Donut,4/29/2015,5.49
2583,Emidsient,Almond Milk,4/25/2015,7.72
2584,Mmershpo,Left-handed Scissors,3/14/2015,9.05
2585,Phianatune,Saxophone Reed,2/23/2015,10.91
2586,Grouptu,Krusty-Os,1/23/2015,12.63
2587,BugsSlayr,Snow Plow,1/7/2015,9.45
2588,Advenopy,Buzz Cola,1/18/2015,9.22
2589,BrainyZollo,Pacifier,3/29/2015,11.27
2590,Leradobs,Krusty-Os,4/2/2015,12.52
2591,Jobbcoqu,Almond Milk,2/24/2015,5.33
2592,Reportsur,Flower Bouquet,1/8/2015,10.61
2593,BugsSlayr,Devil Donut,3/31/2015,12.83
2594,Kenkately,Saxophone Reed,4/18/2015,11.25
2595,ChellTown,Left-handed Scissors,3/10/2015,7.62
2596,Cuficel,Devil Donut,1/3/2015,4.36
2597,NumeroTroik,Squishee,1/6/2015,6.16
2598,PrestigeGlossy,Flower Bouquet,1/24/2015,8.71
2599,Ificoact,Pacifier,3/5/2015,10.38
2600,Nationtr,Snow Plow,4/24/2015,8.25
2601,BabyPro,Barley,3/15/2015,5.26
2602,Portmare,Orange Punch,1/6/2015,6.29
2603,NekoAngelic,Left-handed Scissors,4/9/2015,9.04
2604,InloveDiary,Saxophone Reed,1/9/2015,12.58
2605,Apenguinda,Almond Milk,2/14/2015,10.15
2606,Anhartzimm,Squishee,1/16/2015,3.59
2607,Latinament,Almond Milk,1/28/2015,8.14
2608,Equancoat,Saxophone Reed,1/23/2015,6.67
2609,Nioneenf,Bowling Ball,2/27/2015,5.19
2610,Bevectican,Bowling Ball,4/13/2015,8.9
2611,Diaryptor,Slingshot,1/2/2015,12.83
2612,Ladynallik,Buzz Cola,3/21/2015,8.6
2613,Enzapper,Flower Bouquet,1/3/2015,3.44
2614,IamBillHannah,Left-handed Scissors,4/13/2015,8.68
2615,Selverac,Barley,1/7/2015,7.81
2616,IteTabloid,Slingshot,4/20/2015,3.7
2617,IteTabloid,Bowling Ball,3/11/2015,11.16
2618,Euphartn,Orange Punch,3/8/2015,8.75
2619,NumeroTroik,Buzz Cola,3/6/2015,7.54
2620,Bradeluxie,Snow Plow,3/7/2015,7.08
2621,Bloodiell,Slingshot,3/17/2015,5.72
2622,Proudonnati,Bowling Ball,1/20/2015,12.15
2623,Insideally,Left-handed Scissors,2/10/2015,6.3
2624,BrainyZollo,Orange Punch,4/6/2015,9.53
2625,Animorror,Devil Donut,2/22/2015,8.44
2626,Pathbaud,Snow Plow,3/5/2015,8.99
2627,Conspiracy,Snow Plow,2/11/2015,5.71
2628,Hansgen,Krusty-Os,2/7/2015,11.59
2629,ChiAra,Left-handed Scissors,3/29/2015,11.89
2630,Chiaritail,Hot Dog,3/17/2015,6.55
2631,Namedianon,Bowling Ball,3/21/2015,6.65
2632,Global Media,Bowling Ball,1/12/2015,12.53
2633,BingCheerup,Saxophone Reed,1/24/2015,7.19
2634,HeraldIsSimple,Almond Milk,3/30/2015,7.03
2635,Lukeythmed,Barley,2/21/2015,5.34
2636,BristleSell,Buzz Cola,3/31/2015,11.18
2637,Bothybarosa,Slingshot,3/13/2015,3.32
2638,Intincrospr,Pacifier,3/12/2015,5.93
2639,Kenkatani,Bowling Ball,4/28/2015,9.63
2640,PowerSomber,Buzz Cola,4/21/2015,8.05
2641,HeheBraceFizz,Orange Punch,4/1/2015,10.25
2642,IamBillHannah,Bowling Ball,1/19/2015,3.4
2643,Mithelle,Flower Bouquet,3/5/2015,6.88
2644,DressySweetie,Slingshot,2/27/2015,6.7
2645,Mundelise,Snow Plow,2/20/2015,6.9
2646,Mediaux,Snow Plow,2/10/2015,6.67
2647,CheeseSunset,Left-handed Scissors,3/27/2015,9.7
2648,LogFly,Krusty-Os,4/4/2015,7.74
2649,CleverSimple,Krusty-Os,1/30/2015,8.98
2650,JimForlife,Hot Dog,2/18/2015,4.02
2651,Bauhand,Barley,1/12/2015,11.14
2652,NotBase,Hot Dog,1/8/2015,4.15
2653,Fernotele,Left-handed Scissors,2/18/2015,6.98
2654,Hansgen,Barley,3/17/2015,9.12
2655,Blikitbec,Krusty-Os,4/5/2015,9.45
2656,Screenary,Saxophone Reed,1/3/2015,10.19
2657,FixEver,Barley,4/15/2015,9.89
2658,Hockeywork,Buzz Cola,2/23/2015,12.5
2659,NekoAngelic,Almond Milk,4/26/2015,5.92
2660,Okcupercl,Hot Dog,1/20/2015,12.04
2661,Slayerptig,Barley,3/1/2015,7.54
2662,KiddoAnhart,Hot Dog,4/10/2015,3.39
2663,AboveRosa,Krusty-Os,2/5/2015,12.39
2664,Poshytess,Krusty-Os,4/19/2015,5.23
2665,DeckTruck,Barley,2/14/2015,9.26
2666,Quintin,Almond Milk,1/20/2015,8.39
2667,Awareceleve,Snow Plow,1/4/2015,6.5
2668,ListHaro,Snow Plow,3/23/2015,7.86
2669,FriendTales,Saxophone Reed,3/11/2015,7.18
2670,Alcheri,Buzz Cola,3/8/2015,4.82
2671,Givandre,Almond Milk,3/12/2015,8.2
2672,GinoWillows,Buzz Cola,1/26/2015,8.19
2673,LuvBleak,Barley,1/11/2015,3.77
2674,Lutechax,Squishee,2/25/2015,9.24
2675,NipZero,Saxophone Reed,4/24/2015,9.72
2676,Caperlexe,Barley,4/11/2015,9.16
2677,NotBase,Slingshot,2/24/2015,5.03
2678,Actuallywo,Hot Dog,2/26/2015,12.84
2679,Gladples,Krusty-Os,4/30/2015,8.63
2680,Diaryptor,Orange Punch,4/30/2015,5.76
2681,Lyndatage,Buzz Cola,4/25/2015,8.14
2682,Bedsoft,Flower Bouquet,1/1/2015,12.41
2683,Nanosill,Bowling Ball,3/14/2015,7.42
2684,ChiriShabby,Flower Bouquet,4/25/2015,11.73
2685,HulkBlonde,Almond Milk,1/12/2015,8.09
2686,Mithelle,Krusty-Os,1/26/2015,11.81
2687,Kampenta,Left-handed Scissors,2/8/2015,7.44
2688,MagazineMercy,Almond Milk,1/26/2015,11.01
2689,Phiatechma,Snow Plow,2/13/2015,6.65
2690,Mundelise,Saxophone Reed,2/8/2015,8.52
2691,Palecto,Devil Donut,1/15/2015,10.68
2692,Arouset,Devil Donut,4/18/2015,10.71
2693,EyesWaveWaka,Saxophone Reed,3/6/2015,6.37
2694,Hopercomni,Flower Bouquet,1/22/2015,7.44
2695,Expeline,Squishee,3/28/2015,7.11
2696,Bozicalyste,Slingshot,1/28/2015,11.01
2697,Equancoat,Slingshot,3/15/2015,6.77
2698,Latinament,Buzz Cola,2/27/2015,12.6
2699,Lentelty,Orange Punch,2/25/2015,11.5
2700,Perfectione,Almond Milk,4/6/2015,8.48
2701,Carestl,Snow Plow,3/19/2015,3.11
2702,IamBillHannah,Barley,3/1/2015,5.44
2703,Bauhand,Barley,4/16/2015,5.92
2704,Legendehic,Hot Dog,4/3/2015,9.76
2705,Dailiesol,Orange Punch,1/20/2015,10.2
2706,Holyncepha,Bowling Ball,2/19/2015,6.25
2707,Feathmind,Orange Punch,4/14/2015,9.65
2708,BlogVod,Bowling Ball,1/19/2015,7.45
2709,Acme,Almond Milk,4/23/2015,9.82
2710,EyesWaveWaka,Buzz Cola,1/12/2015,12.37
2711,PopularTwinkle,Flower Bouquet,4/4/2015,3.64
2712,InvaderRoll,Hot Dog,2/20/2015,12.93
2713,Intellba,Flower Bouquet,3/28/2015,12.1
2714,Perustima,Left-handed Scissors,2/10/2015,6.51
2715,Eapperpl,Almond Milk,4/18/2015,9.78
2716,Diaryptor,Almond Milk,3/14/2015,9.33
2717,Noticeteat,Devil Donut,3/7/2015,7.7
2718,GoldCrayon,Saxophone Reed,1/29/2015,11.48
2719,Cordlets,Devil Donut,3/27/2015,11.75
2720,Grinfous,Squishee,2/19/2015,10.65
2721,Clericmat,Bowling Ball,3/14/2015,12.16
2722,Cimballe,Squishee,3/30/2015,5.08
2723,Hopebbield,Orange Punch,2/24/2015,8.76
2724,Reenaca,Almond Milk,4/11/2015,8.5
2725,Nioneenf,Devil Donut,2/10/2015,9.48
2726,AlphaRpg,Bowling Ball,2/25/2015,11.51
2727,Rockeefl,Devil Donut,4/24/2015,10.01
2728,Global Media,Almond Milk,2/14/2015,9.56
2729,Hanglober,Krusty-Os,4/16/2015,10.5
2730,Prestigeye,Devil Donut,2/11/2015,11.53
2731,HulkBlonde,Devil Donut,1/1/2015,10.15
2732,CatMonkey,Left-handed Scissors,4/22/2015,10.33
2733,Pistarynx,Orange Punch,1/2/2015,7.06
2734,LogFly,Snow Plow,3/10/2015,9.84
2735,DoubleTen,Orange Punch,2/13/2015,12.84
2736,Lutechax,Devil Donut,3/22/2015,3.33
2737,Mediantam,Bowling Ball,3/19/2015,3.38
2738,Pedabrsel,Flower Bouquet,3/20/2015,5.66
2739,LiveStargal,Hot Dog,4/17/2015,8
2740,Perfeho,Hot Dog,2/6/2015,4.51
2741,Dickader,Buzz Cola,1/6/2015,5.34
2742,Advenopy,Hot Dog,4/13/2015,7.94
2743,AboveRosa,Pacifier,4/22/2015,3.29
2744,Notusetti,Devil Donut,4/28/2015,7.89
2745,Blikitbec,Devil Donut,2/17/2015,12.61
2746,Perfectione,Squishee,4/17/2015,5.8
2747,PattyFreezing,Snow Plow,3/29/2015,6.4
2748,NotBase,Pacifier,4/8/2015,12.63
2749,JournalKnot,Almond Milk,3/5/2015,7.7
2750,Garnetter,Flower Bouquet,2/19/2015,8.15
2751,Buddyella,Saxophone Reed,3/20/2015,3.95
2752,Portmare,Hot Dog,2/10/2015,4.72
2753,Capenikk,Almond Milk,2/16/2015,11.08
2754,IteTabloid,Squishee,4/29/2015,5.66
2755,Mowerpatste,Squishee,4/16/2015,8.62
2756,Palecto,Pacifier,3/9/2015,8.64
2757,Nationtr,Almond Milk,2/13/2015,7.61
2758,Seepanethor,Slingshot,2/2/2015,7.14
2759,FantasyXoxox,Slingshot,1/30/2015,9.81
2760,Nioneenf,Almond Milk,2/18/2015,4.46
2761,Cochinger,Orange Punch,1/10/2015,8.1
2762,Japanos,Orange Punch,1/22/2015,11.53
2763,Bingovence,Slingshot,2/10/2015,8.72
2764,Divisional,Snow Plow,2/3/2015,3.24
2765,Screenary,Snow Plow,4/22/2015,7.67
2766,Funkimagia,Bowling Ball,4/30/2015,6.14
2767,Shoesasiane,Buzz Cola,2/18/2015,7.73
2768,NotBase,Snow Plow,4/12/2015,10.47
2769,Dailiesol,Krusty-Os,2/12/2015,4.17
2770,Mmershpo,Flower Bouquet,4/19/2015,10.05
2771,Daranter,Pacifier,1/28/2015,12.33
2772,ForlifeLittle,Slingshot,1/4/2015,5.63
2773,Besteres,Flower Bouquet,2/7/2015,3.04
2774,KaptainHerald,Pacifier,4/22/2015,11.49
2775,BoboSweetBroadway,Flower Bouquet,4/4/2015,5.67
2776,Euphartn,Slingshot,4/9/2015,4.11
2777,ListHaro,Orange Punch,3/2/2015,4.29
2778,PartyBright,Bowling Ball,3/23/2015,10.2
2779,Nanosill,Buzz Cola,3/18/2015,11.86
2780,Hopebbield,Barley,1/3/2015,7.48
2781,Chicatrisv,Snow Plow,3/2/2015,11.03
2782,AnnouncerNephew,Devil Donut,4/12/2015,7.07
2783,Cellisti,Squishee,3/15/2015,12.34
2784,Logiclynn,Slingshot,2/16/2015,7.18
2785,Holyncepha,Slingshot,1/24/2015,6.45
2786,Dustpla,Squishee,1/6/2015,6.19
2787,Careampa,Flower Bouquet,1/13/2015,3.52
2788,Awareceleve,Devil Donut,4/30/2015,8.9
2789,Reenaca,Left-handed Scissors,4/22/2015,4.5
2790,Awareceleve,Bowling Ball,4/28/2015,3.64
2791,Genusting,Saxophone Reed,3/9/2015,6.97
2792,ArsenalKino,Bowling Ball,4/1/2015,11.24
2793,Bridgec,Left-handed Scissors,2/9/2015,10.74
2794,AnnouncerNephew,Squishee,2/3/2015,11.87
2795,Gladples,Buzz Cola,3/21/2015,12.87
2796,Gerystat,Barley,2/21/2015,11.93
2797,Promsdeo,Hot Dog,4/11/2015,12.87
2798,DoggIntincr,Flower Bouquet,4/22/2015,4.86
2799,Mazdobatu,Squishee,4/27/2015,8.59
2800,Ionidexcros,Barley,3/29/2015,4.64
2801,Chilledet,Flower Bouquet,4/10/2015,10.34
2802,AboutWise,Hot Dog,1/13/2015,10.23
2803,Intellba,Devil Donut,4/20/2015,10.35
2804,Networker,Saxophone Reed,2/18/2015,7.62
2805,Shaticubed,Hot Dog,2/27/2015,4.23
2806,Sigands,Pacifier,4/22/2015,8.32
2807,Intincrol,Krusty-Os,3/22/2015,9.87
2808,BauerPure,Almond Milk,1/14/2015,10.74
2809,Buddyella,Snow Plow,1/1/2015,4.86
2810,Funkimagia,Barley,1/19/2015,3.52
2811,Daranter,Left-handed Scissors,4/19/2015,7.78
2812,Inktonu,Left-handed Scissors,4/29/2015,12.79
2813,Chestium,Pacifier,4/23/2015,7.1
2814,Ladynallik,Flower Bouquet,3/17/2015,12.5
2815,BoboSweetBroadway,Flower Bouquet,3/30/2015,7.76
2816,Portmare,Bowling Ball,3/1/2015,5.29
2817,Gambitches,Devil Donut,1/8/2015,7.36
2818,Isergoba,Hot Dog,2/20/2015,12.26
2819,Feistybera,Buzz Cola,1/20/2015,11.91
2820,Emachere,Snow Plow,3/30/2015,4.98
2821,Alphenymp,Snow Plow,2/13/2015,12.58
2822,Nordimi,Saxophone Reed,4/16/2015,10.54
2823,Deepnesca,Almond Milk,1/14/2015,8.78
2824,Forsyncer,Left-handed Scissors,1/29/2015,3.03
2825,HelloGrand,Squishee,4/19/2015,11.56
2826,RatWitchHott,Slingshot,1/27/2015,12.28
2827,ChonePitcher,Krusty-Os,1/2/2015,6.8
2828,Mudsalib,Slingshot,4/19/2015,3.85
2829,ShowHead,Left-handed Scissors,3/4/2015,5.68
2830,Mundelise,Squishee,1/1/2015,4.35
2831,Mintaliers,Bowling Ball,2/20/2015,5.83
2832,ChiriShabby,Barley,4/23/2015,12.47
2833,Palecto,Slingshot,2/23/2015,5.3
2834,Inaching,Flower Bouquet,3/5/2015,4.45
2835,Bitfobaas,Hot Dog,4/6/2015,3.94
2836,Buddyella,Bowling Ball,4/24/2015,7.14
2837,PartyGotInspiring,Hot Dog,3/2/2015,8.56
2838,Mazdobatu,Snow Plow,4/20/2015,4.45
2839,Heaticel,Krusty-Os,4/12/2015,12.84
2840,Lyndatage,Flower Bouquet,2/17/2015,11.68
2841,BugsSlayr,Krusty-Os,1/25/2015,10.93
2842,GriffonReporter,Orange Punch,4/6/2015,11.05
2843,Rocketonbi,Snow Plow,3/26/2015,4.93
2844,Namenetsky,Orange Punch,4/16/2015,11.7
2845,FixEver,Orange Punch,1/14/2015,3.43
2846,GossipNight,Saxophone Reed,2/20/2015,3.94
2847,Pathours,Slingshot,2/28/2015,9.21
2848,Ensererry,Bowling Ball,1/13/2015,9.48
2849,AlphaRpg,Flower Bouquet,4/12/2015,9.39
2850,Fallstaciom,Slingshot,2/21/2015,6
2851,Melchuran,Saxophone Reed,1/24/2015,7.72
2852,Grinfous,Slingshot,3/24/2015,12.27
2853,SnoWord,Barley,4/4/2015,6.84
2854,BurntFear,Barley,4/3/2015,3.92
2855,Divisional,Orange Punch,3/14/2015,8.09
2856,Ificoact,Squishee,1/2/2015,9.89
2857,Mazdobatu,Buzz Cola,1/8/2015,10.8
2858,Eapperpl,Krusty-Os,4/11/2015,12.93
2859,Plasipli,Krusty-Os,3/14/2015,5.5
2860,Reportsur,Buzz Cola,1/23/2015,6.29
2861,Equancoat,Hot Dog,3/23/2015,5.72
2862,Eapperpl,Bowling Ball,1/23/2015,5.92
2863,Slayerptig,Flower Bouquet,3/1/2015,11.69
2864,Blesselud,Barley,4/5/2015,9.48
2865,ArsenalTalk,Bowling Ball,4/8/2015,6.08
2866,Actuallywo,Snow Plow,3/29/2015,8.41
2867,ArsenalKino,Orange Punch,1/17/2015,11.65
2868,GinoWillows,Devil Donut,2/5/2015,5.63
2869,Countryboat,Slingshot,2/9/2015,8.55
2870,Nationtr,Devil Donut,2/15/2015,8.33
2871,PartyBright,Orange Punch,3/24/2015,11.02
2872,Prophecyst,Slingshot,2/24/2015,10.32
2873,NayborRun,Snow Plow,3/9/2015,9.12
2874,HelpSweet,Bowling Ball,4/14/2015,9.57
2875,Seepanethor,Almond Milk,3/6/2015,5.44
2876,Adsmanda,Slingshot,2/28/2015,3.7
2877,BradleyNarrative,Slingshot,4/21/2015,3.58
2878,Fernotele,Hot Dog,3/12/2015,9.79
2879,Anospeak,Slingshot,1/19/2015,11.82
2880,HelloGrand,Pacifier,1/14/2015,6.36
2881,Headlines,Slingshot,4/19/2015,11.72
2882,Reenaca,Almond Milk,4/6/2015,8.37
2883,Positiverc,Left-handed Scissors,4/14/2015,10.97
2884,ChiriShabby,Almond Milk,3/26/2015,10.4
2885,FreexCasual,Saxophone Reed,2/12/2015,12.66
2886,Daysseedia,Left-handed Scissors,1/20/2015,8.09
2887,OneHelp,Bowling Ball,3/30/2015,3.73
2888,Mcomeduset,Slingshot,2/20/2015,3.64
2889,Grundyneti,Snow Plow,4/29/2015,7.8
2890,Lacegere,Barley,1/8/2015,8.08
2891,ListHaro,Squishee,3/21/2015,12.66
2892,BoaFairy,Orange Punch,2/2/2015,5.75
2893,Bloggerer,Almond Milk,4/29/2015,7.23
2894,Donaldenes,Bowling Ball,1/29/2015,12.7
2895,Mediantam,Squishee,1/10/2015,12.96
2896,Namedianon,Slingshot,4/11/2015,8.51
2897,Parkettsto,Devil Donut,1/10/2015,4.51
2898,Jobbcoqu,Slingshot,4/28/2015,10.67
2899,Bradelextr,Flower Bouquet,3/14/2015,6.26
2900,IanInspiring,Hot Dog,1/30/2015,6.09
2901,JungPeakTrimble,Devil Donut,4/6/2015,8.87
2902,Chiaritail,Orange Punch,4/14/2015,10.51
2903,BlogVod,Almond Milk,4/25/2015,12.56
2904,Acidyles,Left-handed Scissors,4/25/2015,7.97
2905,Ollynden,Squishee,3/4/2015,11.92
2906,AboutWise,Left-handed Scissors,3/1/2015,3.24
2907,AlphaRpg,Slingshot,2/10/2015,8.89
2908,GossipNight,Buzz Cola,4/1/2015,9.45
2909,Muddlembler,Flower Bouquet,3/10/2015,11.64
2910,Famoustebl,Hot Dog,3/8/2015,5.49
2911,LogFly,Buzz Cola,1/22/2015,6.93
2912,Mowerpatste,Snow Plow,3/17/2015,6.47
